DEPENDENCIA / ENTIDAD,NOMBRE UC,CLAVE UC,N?MERO DE PROCEDIMIENTO,TIPO DE PROCEDIMIENTO,TIPO CONTRATACI?N,CARACTER,N?MERO DE CONTRATO,REFERENCIA DE LA CONTRATACI?N,FECHA DE SUSCRIPCI?N DE CONTRATO,IMPORTE MN SIN IVA,RAZ?N SOCIAL,URL DEL CONTRATO
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004158,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$33,180.00","CORPORATIVO FARMACEUTICO GEPHAM, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004158&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004159,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$2,098,899.92",DISTRIBUIDORA MEDICA PTH S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004159&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004160,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$4,870,982.00",FARMACOS ESPECILIAZDOS S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004160&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004161,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$783,141.72",NADRO S. A. DE C. V. ,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004161&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004162,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$4,899,422.61",FARMACEUTICOS MAYPO S.A DE C.V,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004162&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004163,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",14/04/2011,"$1,242.00","SERVICIOS DE DISTRIBUCION ESPECIALIZADA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004163&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004164,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$7,005,000.00","SHIRE PHARMACEUTICALS MEXICO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004164&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004165,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$1,150,400.91",FARMACOS ESPECILIAZDOS S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004165&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004166,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$60,500.38","LABORATORIOS PISA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004166&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004167,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$403,952.75","CASA MARZAM, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004167&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004168,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$2,244,361.62",FARMACEUTICOS MAYPO S.A DE C.V,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004168&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004169,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$123,192.75",NADRO S. A. DE C. V. ,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004169&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004170,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$485,099.56",REPRESENTACIONES O.P.V. S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004170&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004171,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$3,333.96",DISTRIBUIDORA MEDICA PTH S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004171&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-001-11,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004172,"Adquisici¢n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar°a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr¢leos Mexicanos, distribuidas en ocho regiones",04/04/2011,"$2,610,909.09","CASA SABA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004172&p_CveDep=18572&p_CveUni=047&p_NumeroLc=001&p_AnioLc=2011&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004002,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$7,876,500.09","CASA MARZAM, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004002&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004003,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$13,612,675.68","CASA SABA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004003&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004004,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$31,656.96",CASA WEJO SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004004&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004005,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$31,529.85","DISTRIBUCION ESPECIALIZADA DE MEDICAMENTOS,SA DE CV",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004005&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004006,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$727,101.64",DISTRIBUIDORA MEDICA PTH S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004006&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004007,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$11,363,379.72",FARMACEUTICOS MAYPO S.A DE C.V,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004007&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004008,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$22,819,508.33",FARMACOS ESPECILIAZDOS S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004008&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004009,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$865,298.00","HI-TEC MEDICAL, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004009&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004010,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$2,889,882.46","LABORATORIOS PISA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004010&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004011,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$1,071,695.60","MEDICAL TOOLS, S.A DE C.V. ",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004011&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004012,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$1,197,235.29",MEDIPREV S DE RL DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004012&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004013,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$7,108,401.68",NADRO S. A. DE C. V. ,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004013&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004014,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$1,481,330.08",REPRESENTACIONES O.P.V. S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004014&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004015,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$755,889.50","SERVICIOS DE DISTRIBUCION ESPECIALIZADA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004015&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004016,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$36,628,279.73","CASA MARZAM, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004016&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004017,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$28,083,847.73","CASA SABA, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004017&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004018,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$64,249.91",CASA WEJO SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004018&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004019,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$139,672.00","CENTRAL FARMACEUTICA MERCED, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004019&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004020,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$372,008.00",COMERCIALIZADORA Y DISTRIBUIDORA SAN FER S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004020&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004022,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$743,480.41",DISTRIBUIDORA MEDICA PTH S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004022&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004023,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$29,841,658.09",FARMACEUTICOS MAYPO S.A DE C.V,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004023&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004024,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$22,612,865.88",FARMACOS ESPECILIAZDOS S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004024&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004025,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$361,665.50",GRAFIKKO S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004025&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
PETR?LEOS MEXICANOS,Gerencia de Administraci¢n y Finanzas de la Subdirecci¢n de  Servicios MÇdicos,18572047,18572047-013-10,Licitaci¢n P£blica,Adquisiciones,Internacional,4600004026,"Adquisici?n de los bienes muebles consistentes en: Medicamentos, registrados por la Secretar?a de Salud, requerido para las 44 Farmacias de las Unidades del Sistema de Servicios de Salud de Petr?leos Mexicanos, distribuidas en ocho regiones",15/02/2011,"$420,621.00","HI-TEC MEDICAL, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=4600004026&p_CveDep=18572&p_CveUni=047&p_NumeroLc=013&p_AnioLc=2010&ConSin=1
